plot,variable,start_m,stop_m,distance_m,year
S04B,Fine Fuels,34.31,38.56,4.25,2019
S04B,Fine Fuels,38.8,40.64,1.84,2019
S04B,Fine Fuels,40.75,40.85,0.100000000000001,2019
S04B,Fine Fuels,40.96,42.43,1.47,2019
S04B,Fine Fuels,42.37,42.69,0.32,2019
S04B,Fine Fuels,42.81,43.39,0.579999999999998,2019
S04B,Fine Fuels,43.44,45.11,1.67,2019
S04B,Fine Fuels,45.22,47.09,1.87,2019
S04B,Fine Fuels,47.2,48.29,1.09,2019
S04B,Fine Fuels,48.34,48.42,0.079999999999998,2019
S04B,Fine Fuels,48.73,48.93,0.200000000000003,2019
S04B,Fine Fuels,49.03,49.1,0.07,2019
S04B,Fine Fuels,49.3,50,0.700000000000003,2019
S08B,Shrubs,1.7,1.86,0.16,2019
S08B,Shrubs,2.29,2.7,0.41,2019
S08B,Shrubs,5.14,5.3,0.16,2019
S08B,Shrubs,27.61,27.75,0.140000000000001,2019
S08B,Shrubs,35.8,35.92,0.120000000000005,2019
S08B,Shrubs,36.89,36.93,0.039999999999999,2019
S08B,Shrubs,46.04,46.25,0.210000000000001,2019
S08B,Shrubs,46.81,46.86,0.049999999999997,2019
S08B,Shrubs,47.05,47.15,0.100000000000001,2019
S08B,Shrubs,48.95,49.07,0.119999999999997,2019
S08B,Fine Fuels,0,2.8,2.8,2019
S08B,Fine Fuels,2.9,3.65,0.75,2019
S08B,Fine Fuels,3.81,5.94,2.13,2019
S08B,Fine Fuels,5.99,6.18,0.19,2019
S08B,Fine Fuels,6.35,9.21,2.86,2019
S08B,Fine Fuels,9.3,10.05,0.75,2019
S08B,Fine Fuels,10.11,10.98,0.870000000000001,2019
S08B,Fine Fuels,11.09,13.21,2.12,2019
S08B,Fine Fuels,13.47,13.8,0.33,2019
S08B,Fine Fuels,13.9,14.02,0.119999999999999,2019
S08B,Fine Fuels,14.2,15.69,1.49,2019
S08B,Fine Fuels,38.55,40.17,1.62,2019
S08B,Fine Fuels,40.55,49.17,8.62,2019
S08B,Fine Fuels,49.3,50,0.700000000000003,2019
S05B,Shrubs,50,50,0,2019
S05B,Fine Fuels,0.14,0.24,0.1,2019
S05B,Fine Fuels,0.56,0.65,0.09,2019
S05B,Fine Fuels,1.05,1.15,0.1,2019
S05B,Fine Fuels,1.23,1.85,0.62,2019
S05B,Fine Fuels,2.22,2.42,0.2,2019
S05B,Fine Fuels,2.53,3.31,0.78,2019
S05B,Fine Fuels,3.43,3.55,0.12,2019
S05B,Fine Fuels,3.85,4,0.15,2019
S05B,Fine Fuels,4.24,4.79,0.55,2019
S05B,Fine Fuels,5.59,5.89,0.3,2019
S05B,Fine Fuels,6.8,6.99,0.19,2019
S05B,Fine Fuels,7.02,7.29,0.27,2019
S05B,Fine Fuels,7.69,8.49,0.8,2019
S05B,Fine Fuels,8.65,9.24,0.59,2019
S05B,Fine Fuels,9.39,11.1,1.71,2019
S05B,Fine Fuels,11.29,11.59,0.300000000000001,2019
S05B,Fine Fuels,11.7,11.79,0.09,2019
S05B,Fine Fuels,12.11,12.85,0.74,2019
S05B,Fine Fuels,12.99,13.49,0.5,2019
S05B,Fine Fuels,13.96,15.66,1.7,2019
S05B,Fine Fuels,15.92,16.86,0.94,2019
S05B,Fine Fuels,17.09,18.49,1.4,2019
S05B,Fine Fuels,18.69,18.89,0.199999999999999,2019
S05B,Fine Fuels,18.95,19.11,0.16,2019
S05B,Fine Fuels,19.2,19.42,0.220000000000002,2019
S05B,Fine Fuels,19.81,22.13,2.32,2019
S05B,Fine Fuels,22.23,23.99,1.76,2019
S05B,Fine Fuels,24.15,26.3,2.15,2019
S05B,Fine Fuels,26.49,26.69,0.200000000000003,2019
S05B,Fine Fuels,27.48,27.99,0.509999999999998,2019
S05B,Fine Fuels,28.1,28.39,0.289999999999999,2019
S05B,Fine Fuels,28.45,28.53,0.080000000000002,2019
S05B,Fine Fuels,28.79,29.25,0.460000000000001,2019
S05B,Fine Fuels,29.49,32.28,2.79,2019
S05B,Fine Fuels,32.41,32.75,0.340000000000003,2019
S05B,Fine Fuels,32.83,34.34,1.51000000000001,2019
S05B,Fine Fuels,34.7,35.1,0.399999999999999,2019
S05B,Fine Fuels,35.23,36.72,1.49,2019
S05B,Fine Fuels,36.33,36.95,0.620000000000005,2019
S05B,Fine Fuels,37.22,38.72,1.5,2019
S05B,Fine Fuels,38.81,38.95,0.140000000000001,2019
S05B,Fine Fuels,39.16,40.93,1.77,2019
S05B,Fine Fuels,41.05,41.4,0.350000000000001,2019
S05B,Fine Fuels,41.89,42.09,0.200000000000003,2019
S05B,Fine Fuels,42.2,43.65,1.45,2019
S05B,Fine Fuels,43.75,43.9,0.149999999999999,2019
S05B,Fine Fuels,44.13,44.26,0.129999999999995,2019
S05B,Fine Fuels,45.01,50,4.99,2019
S12B,Shrubs,3.85,4.05,0.2,2019
S12B,Shrubs,5.7,5.75,0.05,2019
S12B,Shrubs,9.12,9.2,0.08,2019
S12B,Shrubs,33.1,33.15,0.049999999999997,2019
S12B,Shrubs,12.1,12.4,0.300000000000001,2019
S12B,Fine Fuels,0,0.2,0.2,2019
S12B,Fine Fuels,0.35,0.5,0.15,2019
S12B,Fine Fuels,0.57,0.65,0.08,2019
S12B,Fine Fuels,1.7,1.77,0.07,2019
S12B,Fine Fuels,3.57,3.65,0.08,2019
S12B,Fine Fuels,3.7,3.85,0.15,2019
S12B,Fine Fuels,3.9,4.15,0.25,2019
S12B,Fine Fuels,4.35,4.59,0.24,2019
S12B,Fine Fuels,4.9,5.1,0.199999999999999,2019
S12B,Fine Fuels,5.32,6.42,1.1,2019
S12B,Fine Fuels,7.2,7.5,0.3,2019
S12B,Fine Fuels,7.9,8.15,0.25,2019
S12B,Fine Fuels,8.3,8.47,0.17,2019
S12B,Fine Fuels,8.95,9.07,0.120000000000001,2019
S12B,Fine Fuels,9.5,10.55,1.05,2019
S12B,Fine Fuels,10.95,11.1,0.15,2019
S12B,Fine Fuels,11.25,11.55,0.300000000000001,2019
S12B,Fine Fuels,12.37,12.47,0.100000000000001,2019
S12B,Fine Fuels,12.59,12.85,0.26,2019
S12B,Fine Fuels,13.35,14,0.65,2019
S12B,Fine Fuels,14.15,14.35,0.199999999999999,2019
S12B,Fine Fuels,14.87,15.05,0.180000000000002,2019
S12B,Fine Fuels,15.1,15.55,0.450000000000001,2019
S12B,Fine Fuels,16.3,16.6,0.300000000000001,2019
S12B,Fine Fuels,17.17,17.4,0.229999999999997,2019
S12B,Fine Fuels,17.8,18.22,0.419999999999998,2019
S12B,Fine Fuels,18.6,18.9,0.299999999999997,2019
S12B,Fine Fuels,19.35,19.48,0.129999999999999,2019
S12B,Fine Fuels,19.7,20.18,0.48,2019
S12B,Fine Fuels,20.92,21.25,0.329999999999998,2019
S12B,Fine Fuels,21.66,21.8,0.140000000000001,2019
S12B,Fine Fuels,21.97,22.07,0.100000000000001,2019
S12B,Fine Fuels,22.3,22.71,0.41,2019
S12B,Fine Fuels,24.51,24.56,0.049999999999997,2019
S12B,Fine Fuels,25,25.14,0.140000000000001,2019
S12B,Fine Fuels,25.25,25.35,0.100000000000001,2019
S12B,Fine Fuels,25.7,27.75,2.05,2019
S12B,Fine Fuels,26,26.2,0.199999999999999,2019
S12B,Fine Fuels,26.3,26.55,0.25,2019
S12B,Fine Fuels,26.65,26.88,0.23,2019
S12B,Fine Fuels,27.1,27.2,0.099999999999998,2019
S12B,Fine Fuels,27.3,27.95,0.649999999999999,2019
S12B,Fine Fuels,28.25,28.4,0.149999999999999,2019
S12B,Fine Fuels,28.7,28.8,0.100000000000001,2019
S12B,Fine Fuels,29.39,29.55,0.16,2019
S12B,Fine Fuels,30.21,30.35,0.140000000000001,2019
S12B,Fine Fuels,31.7,31.83,0.129999999999999,2019
S12B,Fine Fuels,32.23,32.3,0.07,2019
S12B,Fine Fuels,33.35,33.47,0.119999999999997,2019
S12B,Fine Fuels,33.62,33.72,0.100000000000001,2019
S12B,Fine Fuels,34.95,35.1,0.149999999999999,2019
S12B,Fine Fuels,35.4,35.5,0.100000000000001,2019
S12B,Fine Fuels,35.9,35.97,0.07,2019
S12B,Fine Fuels,36.35,36.42,0.07,2019
S12B,Fine Fuels,37.49,37.95,0.460000000000001,2019
S12B,Fine Fuels,39.56,39.67,0.109999999999999,2019
S12B,Fine Fuels,39.9,39.96,0.060000000000002,2019
S12B,Fine Fuels,40.44,41,0.560000000000002,2019
S12B,Fine Fuels,41.66,41.74,0.080000000000005,2019
S12B,Fine Fuels,42.1,42.32,0.219999999999999,2019
S12B,Fine Fuels,43.2,43.42,0.219999999999999,2019
S12B,Fine Fuels,43.9,43.96,0.060000000000002,2019
S12B,Fine Fuels,45.1,45.2,0.100000000000001,2019
S12B,Fine Fuels,45.4,46.1,0.700000000000003,2019
S12B,Fine Fuels,46.3,46.63,0.330000000000005,2019
S12B,Fine Fuels,47,47.2,0.200000000000003,2019
S12B,Fine Fuels,47.5,47.65,0.149999999999999,2019
S12B,Fine Fuels,48.02,48.43,0.409999999999997,2019
S12B,Fine Fuels,48.5,48.75,0.25,2019
S12B,Fine Fuels,48.91,49.23,0.32,2019
S12B,Fine Fuels,49.62,49.95,0.330000000000005,2019
S13B,Shrubs,5.95,6.02,0.069999999999999,2019
S13B,Shrubs,6.57,6.95,0.38,2019
S13B,Shrubs,7.05,7.35,0.3,2019
S13B,Shrubs,32.05,32.25,0.200000000000003,2019
S13B,Shrubs,39.3,39.79,0.490000000000002,2019
S13B,Shrubs,43.75,44.2,0.450000000000003,2019
S13B,Fine Fuels,0.65,0.75,0.1,2019
S13B,Fine Fuels,1.23,1.45,0.22,2019
S13B,Fine Fuels,1.7,2.4,0.7,2019
S13B,Fine Fuels,3.15,3.25,0.1,2019
S13B,Fine Fuels,3.63,3.7,0.07,2019
S13B,Fine Fuels,5,5.17,0.17,2019
S13B,Fine Fuels,5.61,6.45,0.84,2019
S13B,Fine Fuels,7.52,7.85,0.33,2019
S13B,Fine Fuels,8.05,8.22,0.17,2019
S13B,Fine Fuels,8.6,8.7,0.1,2019
S13B,Fine Fuels,9.3,9.55,0.25,2019
S13B,Fine Fuels,9.8,10.4,0.6,2019
S13B,Fine Fuels,10.95,11.02,0.07,2019
S13B,Fine Fuels,11.3,11.39,0.09,2019
S13B,Fine Fuels,11.7,11.85,0.15,2019
S13B,Fine Fuels,12,12.21,0.210000000000001,2019
S13B,Fine Fuels,12.35,13.1,0.75,2019
S13B,Fine Fuels,13.15,13.85,0.699999999999999,2019
S13B,Fine Fuels,13.95,14.45,0.5,2019
S13B,Fine Fuels,15.1,15.4,0.300000000000001,2019
S13B,Fine Fuels,15.8,16,0.199999999999999,2019
S13B,Fine Fuels,16.15,16.71,0.560000000000002,2019
S13B,Fine Fuels,16.89,16.97,0.079999999999998,2019
S13B,Fine Fuels,17.15,17.27,0.120000000000001,2019
S13B,Fine Fuels,17.47,17.57,0.100000000000001,2019
S13B,Fine Fuels,17.89,17.95,0.059999999999999,2019
S13B,Fine Fuels,18.1,18.34,0.239999999999998,2019
S13B,Fine Fuels,19.15,19.3,0.150000000000002,2019
S13B,Fine Fuels,19.85,20.09,0.239999999999998,2019
S13B,Fine Fuels,20.6,20.73,0.129999999999999,2019
S13B,Fine Fuels,20.95,22.4,1.45,2019
S13B,Fine Fuels,22.58,22.95,0.370000000000001,2019
S13B,Fine Fuels,23.6,24,0.399999999999999,2019
S13B,Fine Fuels,24.3,25.63,1.33,2019
S13B,Fine Fuels,25.81,25.95,0.140000000000001,2019
S13B,Fine Fuels,26.6,26.8,0.199999999999999,2019
S13B,Fine Fuels,27,27.34,0.34,2019
S13B,Fine Fuels,27.91,28.09,0.18,2019
S13B,Fine Fuels,28.4,28.51,0.110000000000003,2019
S13B,Fine Fuels,28.6,29.32,0.719999999999999,2019
S13B,Fine Fuels,29.4,29.6,0.200000000000003,2019
S13B,Fine Fuels,30.1,30.25,0.149999999999999,2019
S13B,Fine Fuels,30.5,32.25,1.75,2019
S13B,Fine Fuels,32.7,33,0.299999999999997,2019
S13B,Fine Fuels,34.4,34.5,0.100000000000001,2019
S13B,Fine Fuels,34.6,34.93,0.329999999999998,2019
S13B,Fine Fuels,35.5,35.59,0.090000000000003,2019
S13B,Fine Fuels,35.71,35.84,0.130000000000003,2019
S13B,Fine Fuels,35.93,37.7,1.77,2019
S13B,Fine Fuels,37.89,38.4,0.509999999999998,2019
S13B,Fine Fuels,38.62,39.02,0.400000000000006,2019
S13B,Fine Fuels,39.5,39.97,0.469999999999999,2019
S13B,Fine Fuels,40,40.15,0.149999999999999,2019
S13B,Fine Fuels,40.5,40.63,0.130000000000003,2019
S13B,Fine Fuels,41.11,41.59,0.480000000000004,2019
S13B,Fine Fuels,41.96,42.4,0.439999999999998,2019
S13B,Fine Fuels,43.21,43.55,0.339999999999996,2019
S13B,Fine Fuels,43.7,45.32,1.62,2019
S13B,Fine Fuels,45.99,47.39,1.4,2019
S13B,Fine Fuels,47.49,49.4,1.91,2019
S13B,Fine Fuels,49.64,50,0.359999999999999,2019
S06B,Shrubs,20.32,20.55,0.23,2019
S06B,Shrubs,23.25,23.45,0.199999999999999,2019
S06B,Shrubs,26.25,27,0.75,2019
S06B,Shrubs,28.45,28.65,0.199999999999999,2019
S06B,Shrubs,36.13,36.88,0.75,2019
S06B,Shrubs,38,38.72,0.719999999999999,2019
S06B,Shrubs,40.48,40.58,0.100000000000001,2019
S06B,Fine Fuels,0,0.29,0.29,2019
S06B,Fine Fuels,0.76,0.96,0.2,2019
S06B,Fine Fuels,1.05,1.97,0.92,2019
S06B,Fine Fuels,2.2,2.81,0.61,2019
S06B,Fine Fuels,2.9,4.96,2.06,2019
S06B,Fine Fuels,5.23,5.4,0.17,2019
S06B,Fine Fuels,5.6,5.71,0.11,2019
S06B,Fine Fuels,5.9,7.45,1.55,2019
S06B,Fine Fuels,7.79,7.9,0.11,2019
S06B,Fine Fuels,8.07,8.27,0.199999999999999,2019
S06B,Fine Fuels,8.5,9.06,0.560000000000001,2019
S06B,Fine Fuels,9.1,9.24,0.140000000000001,2019
S06B,Fine Fuels,9.45,9.59,0.140000000000001,2019
S06B,Fine Fuels,10.01,10.33,0.32,2019
S06B,Fine Fuels,10.65,11.82,1.17,2019
S06B,Fine Fuels,13.99,16.38,2.39,2019
S06B,Fine Fuels,16.5,17.25,0.75,2019
S06B,Fine Fuels,17.51,16.81,-0.700000000000003,2019
S06B,Fine Fuels,18.97,20.32,1.35,2019
S06B,Fine Fuels,20.6,20.81,0.209999999999997,2019
S06B,Fine Fuels,20.9,21.05,0.150000000000002,2019
S06B,Fine Fuels,21.89,22.49,0.599999999999998,2019
S06B,Fine Fuels,23.58,24.39,0.810000000000002,2019
S06B,Fine Fuels,24.6,25.74,1.14,2019
S06B,Fine Fuels,25.89,26.1,0.210000000000001,2019
S06B,Fine Fuels,26.2,26.49,0.289999999999999,2019
S06B,Fine Fuels,27.18,27.81,0.629999999999999,2019
S06B,Fine Fuels,27.94,32.6,4.66,2019
S06B,Fine Fuels,32.88,34.41,1.52999999999999,2019
S06B,Fine Fuels,34.6,35.91,1.31,2019
S06B,Fine Fuels,36.13,36.42,0.289999999999999,2019
S06B,Fine Fuels,36.92,37.42,0.5,2019
S06B,Fine Fuels,37.69,37.96,0.270000000000003,2019
S06B,Fine Fuels,38.78,39,0.219999999999999,2019
S06B,Fine Fuels,39.2,41.49,2.29,2019
S06B,Fine Fuels,41.61,42.99,1.38,2019
S06B,Fine Fuels,43.89,43.95,0.060000000000002,2019
S06B,Fine Fuels,44.49,44.55,0.059999999999995,2019
S06B,Fine Fuels,45.33,45.44,0.109999999999999,2019
S06B,Fine Fuels,45.72,46.34,0.620000000000005,2019
S06B,Fine Fuels,46.48,46.67,0.190000000000005,2019
S06B,Fine Fuels,47.13,47.42,0.289999999999999,2019
S06B,Fine Fuels,47.71,47.91,0.199999999999996,2019
S06B,Fine Fuels,48,48.09,0.090000000000003,2019
S06B,Fine Fuels,48.4,48.54,0.140000000000001,2019
S06B,Fine Fuels,48.7,49.01,0.309999999999995,2019
S06B,Fine Fuels,49.3,50,0.700000000000003,2019
S07B,Shrubs,34.7,34.84,0.140000000000001,2019
S07B,Shrubs,39.81,39.86,0.049999999999997,2019
S07B,Fine Fuels,0,0.55,0.55,2019
S07B,Fine Fuels,0.7,1.45,0.75,2019
S07B,Fine Fuels,1.7,1.81,0.11,2019
S07B,Fine Fuels,1.99,2.91,0.92,2019
S07B,Fine Fuels,3.8,4.11,0.31,2019
S07B,Fine Fuels,4.19,4.35,0.159999999999999,2019
S07B,Fine Fuels,4.8,4.99,0.19,2019
S07B,Fine Fuels,5.49,5.71,0.22,2019
S07B,Fine Fuels,6,6.13,0.13,2019
S07B,Fine Fuels,8.82,9,0.18,2019
S07B,Fine Fuels,9.65,11.35,1.7,2019
S07B,Fine Fuels,11.55,11.67,0.119999999999999,2019
S07B,Fine Fuels,11.91,12.05,0.140000000000001,2019
S07B,Fine Fuels,12.27,12.45,0.18,2019
S07B,Fine Fuels,12.6,13.15,0.550000000000001,2019
S07B,Fine Fuels,13.7,14.05,0.350000000000001,2019
S07B,Fine Fuels,14.3,14.75,0.449999999999999,2019
S07B,Fine Fuels,14.9,19.79,4.89,2019
S07B,Fine Fuels,19.95,20.65,0.699999999999999,2019
S07B,Fine Fuels,20.92,21.07,0.149999999999999,2019
S07B,Fine Fuels,21.22,21.45,0.23,2019
S07B,Fine Fuels,21.55,21.7,0.149999999999999,2019
S07B,Fine Fuels,22.2,22.32,0.120000000000001,2019
S07B,Fine Fuels,22.85,23.1,0.25,2019
S07B,Fine Fuels,23.45,23.55,0.100000000000001,2019
S07B,Fine Fuels,23.85,24.13,0.279999999999998,2019
S07B,Fine Fuels,24.41,24.59,0.18,2019
S07B,Fine Fuels,24.85,24.95,0.099999999999998,2019
S07B,Fine Fuels,25.19,25.3,0.109999999999999,2019
S07B,Fine Fuels,25.8,26.2,0.399999999999999,2019
S07B,Fine Fuels,26.81,27.03,0.220000000000002,2019
S07B,Fine Fuels,27.4,27.6,0.200000000000003,2019
S07B,Fine Fuels,29.15,29.29,0.140000000000001,2019
S07B,Fine Fuels,29.5,29.6,0.100000000000001,2019
S07B,Fine Fuels,30.11,30.31,0.199999999999999,2019
S07B,Fine Fuels,30.61,30.78,0.170000000000002,2019
S07B,Fine Fuels,30.91,31,0.09,2019
S07B,Fine Fuels,31.5,32.15,0.649999999999999,2019
S07B,Fine Fuels,32.85,33.1,0.25,2019
S07B,Fine Fuels,33.5,34.26,0.759999999999998,2019
S07B,Fine Fuels,34.46,34.69,0.229999999999997,2019
S07B,Fine Fuels,35.09,35.3,0.209999999999994,2019
S07B,Fine Fuels,36.5,36.88,0.380000000000003,2019
S07B,Fine Fuels,37.4,37.6,0.200000000000003,2019
S07B,Fine Fuels,37.91,37.99,0.080000000000005,2019
S07B,Fine Fuels,39.99,40.25,0.259999999999998,2019
S07B,Fine Fuels,40.42,40.62,0.199999999999996,2019
S07B,Fine Fuels,41.29,41.59,0.300000000000004,2019
S07B,Fine Fuels,41.9,42.01,0.109999999999999,2019
S07B,Fine Fuels,42.18,44.22,2.04,2019
S07B,Fine Fuels,44.48,44.71,0.230000000000004,2019
S07B,Fine Fuels,45.61,45.84,0.230000000000004,2019
S07B,Fine Fuels,46.29,46.61,0.32,2019
S07B,Fine Fuels,46.71,47.28,0.57,2019
S07B,Fine Fuels,47.75,48.21,0.460000000000001,2019
S07B,Fine Fuels,48.46,48.56,0.100000000000001,2019
S07B,Fine Fuels,48.86,48.97,0.109999999999999,2019
S10B,Shrubs,27.19,27.44,0.25,2019
S10B,Fine Fuels,0.24,0.3,0.06,2019
S10B,Fine Fuels,0.51,0.73,0.22,2019
S10B,Fine Fuels,1.15,1.23,0.08,2019
S10B,Fine Fuels,1.4,1.7,0.3,2019
S10B,Fine Fuels,1.95,2.05,0.1,2019
S10B,Fine Fuels,3.09,3.22,0.13,2019
S10B,Fine Fuels,3.6,3.66,0.06,2019
S10B,Fine Fuels,4.81,5.01,0.199999999999999,2019
S10B,Fine Fuels,6.43,6.55,0.12,2019
S10B,Fine Fuels,7.45,7.57,0.12,2019
S10B,Fine Fuels,7.82,8.05,0.23,2019
S10B,Fine Fuels,8.25,8.45,0.199999999999999,2019
S10B,Fine Fuels,8.61,9.74,1.13,2019
S10B,Fine Fuels,10.11,10.2,0.09,2019
S10B,Fine Fuels,10.5,10.95,0.449999999999999,2019
S10B,Fine Fuels,11.22,11.53,0.309999999999999,2019
S10B,Fine Fuels,12.01,12.12,0.109999999999999,2019
S10B,Fine Fuels,12.4,12.63,0.23,2019
S10B,Fine Fuels,13.19,13.39,0.200000000000001,2019
S10B,Fine Fuels,13.75,13.84,0.09,2019
S10B,Fine Fuels,14.05,14.16,0.109999999999999,2019
S10B,Fine Fuels,14.55,17.33,2.78,2019
S10B,Fine Fuels,17.75,18.06,0.309999999999999,2019
S10B,Fine Fuels,18.13,18.65,0.52,2019
S10B,Fine Fuels,18.95,20.2,1.25,2019
S10B,Fine Fuels,20.47,22.02,1.55,2019
S10B,Fine Fuels,22.14,23.15,1.01,2019
S10B,Fine Fuels,23.2,24.06,0.859999999999999,2019
S10B,Fine Fuels,24.25,24.66,0.41,2019
S10B,Fine Fuels,25.01,25.84,0.829999999999998,2019
S10B,Fine Fuels,26.25,26.44,0.190000000000001,2019
S10B,Fine Fuels,26.5,27.04,0.539999999999999,2019
S10B,Fine Fuels,27.21,28.2,0.989999999999998,2019
S10B,Fine Fuels,28.35,32.3,3.95,2019
S10B,Fine Fuels,32.55,34.09,1.54000000000001,2019
S10B,Fine Fuels,34.22,34.31,0.090000000000003,2019
S10B,Fine Fuels,34.41,38.15,3.74,2019
S10B,Fine Fuels,38.44,38.62,0.18,2019
S10B,Fine Fuels,39.46,39.6,0.140000000000001,2019
S10B,Fine Fuels,39.91,40.82,0.910000000000004,2019
S10B,Fine Fuels,41.09,41.32,0.229999999999997,2019
S10B,Fine Fuels,41.66,41.79,0.130000000000003,2019
S10B,Fine Fuels,43.14,48.97,5.83,2019
S10B,Fine Fuels,49,49.09,0.090000000000003,2019
S10B,Fine Fuels,49.38,50,0.619999999999997,2019
S14B,Shrubs,2.05,2.5,0.45,2019
S14B,Shrubs,3.15,3.22,0.07,2019
S14B,Shrubs,4.05,4.42,0.37,2019
S14B,Shrubs,7.74,7.82,0.08,2019
S14B,Shrubs,9.15,9.25,0.1,2019
S14B,Shrubs,9.39,10.05,0.66,2019
S14B,Shrubs,13.6,13.7,0.1,2019
S14B,Shrubs,14.8,14.96,0.16,2019
S14B,Shrubs,15.69,16.85,1.16,2019
S14B,Shrubs,18.6,19.32,0.719999999999999,2019
S14B,Fine Fuels,0,0.2,0.2,2019
S14B,Fine Fuels,0.5,0.75,0.25,2019
S14B,Fine Fuels,1.3,1.76,0.46,2019
S14B,Fine Fuels,1.81,3.3,1.49,2019
S14B,Fine Fuels,4.21,4.56,0.350000000000001,2019
S14B,Fine Fuels,4.65,4.84,0.19,2019
S14B,Fine Fuels,4.99,5.25,0.26,2019
S14B,Fine Fuels,5.65,5.91,0.26,2019
S14B,Fine Fuels,6.42,6.52,0.1,2019
S14B,Fine Fuels,6.95,7.3,0.35,2019
S14B,Fine Fuels,7.7,8,0.3,2019
S14B,Fine Fuels,8.1,8.22,0.120000000000001,2019
S14B,Fine Fuels,8.49,8.63,0.140000000000001,2019
S14B,Fine Fuels,8.73,12.01,3.28,2019
S14B,Fine Fuels,12.1,12.41,0.31,2019
S14B,Fine Fuels,13.05,13.33,0.279999999999999,2019
S14B,Fine Fuels,13.6,13.71,0.110000000000001,2019
S14B,Fine Fuels,15.4,15.52,0.119999999999999,2019
S14B,Fine Fuels,16.34,16.41,0.07,2019
S14B,Fine Fuels,16.67,16.89,0.219999999999999,2019
S14B,Fine Fuels,17.21,17.37,0.16,2019
S14B,Fine Fuels,18.05,19.6,1.55,2019
S14B,Fine Fuels,20.13,20.61,0.48,2019
S14B,Fine Fuels,20.7,20.93,0.23,2019
S14B,Fine Fuels,21.07,21.51,0.440000000000001,2019
S14B,Fine Fuels,21.65,22.79,1.14,2019
S14B,Fine Fuels,23.02,23.45,0.43,2019
S14B,Fine Fuels,23.6,26.01,2.41,2019
S14B,Fine Fuels,26.25,26.59,0.34,2019
S14B,Fine Fuels,26.93,27.35,0.420000000000002,2019
S14B,Fine Fuels,27.9,28.13,0.23,2019
S14B,Fine Fuels,28.27,31.4,3.13,2019
S14B,Fine Fuels,31.45,34.51,3.06,2019
S14B,Fine Fuels,34.36,36.09,1.73,2019
S14B,Fine Fuels,36.13,37.6,1.47,2019
S14B,Fine Fuels,37.66,39.72,2.06,2019
S14B,Fine Fuels,39.97,40.83,0.859999999999999,2019
S14B,Fine Fuels,40.92,43.92,3,2019
S14B,Fine Fuels,44,46.2,2.2,2019
S14B,Fine Fuels,46.39,46.7,0.310000000000002,2019
S14B,Fine Fuels,46.8,46.97,0.170000000000002,2019
S14B,Fine Fuels,47.05,47.2,0.150000000000006,2019
S14B,Fine Fuels,47.4,47.8,0.399999999999999,2019
S14B,Fine Fuels,48.02,48.49,0.469999999999999,2019
S14B,Fine Fuels,48.6,48.79,0.189999999999998,2019
S14B,Fine Fuels,48.91,49.06,0.150000000000006,2019
S14B,Fine Fuels,49.55,50,0.450000000000003,2019
S11B,Shrubs,0.36,0.55,0.19,2019
S11B,Shrubs,2,2.3,0.3,2019
S11B,Shrubs,5.3,6.33,1.03,2019
S11B,Shrubs,20.1,20.87,0.77,2019
S11B,Shrubs,21.19,21.76,0.57,2019
S11B,Shrubs,25.96,26.29,0.329999999999998,2019
S11B,Shrubs,27.65,28.24,0.59,2019
S11B,Shrubs,30.67,31.31,0.639999999999997,2019
S11B,Shrubs,32.73,32.83,0.100000000000001,2019
S11B,Shrubs,47.7,47.93,0.229999999999997,2019
S11B,Fine Fuels,0.29,0.42,0.13,2019
S11B,Fine Fuels,1.26,1.5,0.24,2019
S11B,Fine Fuels,1.71,1.93,0.22,2019
S11B,Fine Fuels,3.03,3.24,0.21,2019
S11B,Fine Fuels,4.15,4.62,0.47,2019
S11B,Fine Fuels,5.05,5.17,0.12,2019
S11B,Fine Fuels,5.2,7.8,2.6,2019
S11B,Fine Fuels,8.31,8.44,0.129999999999999,2019
S11B,Fine Fuels,8.7,8.75,0.050000000000001,2019
S11B,Fine Fuels,8.91,9.75,0.84,2019
S11B,Fine Fuels,10.19,10.89,0.700000000000001,2019
S11B,Fine Fuels,11.23,11.91,0.68,2019
S11B,Fine Fuels,12.03,12.29,0.26,2019
S11B,Fine Fuels,12.4,12.55,0.15,2019
S11B,Fine Fuels,12.83,13,0.17,2019
S11B,Fine Fuels,13.11,13.29,0.18,2019
S11B,Fine Fuels,13.55,13.85,0.299999999999999,2019
S11B,Fine Fuels,14.43,14.63,0.200000000000001,2019
S11B,Fine Fuels,14.75,15.6,0.85,2019
S11B,Fine Fuels,15.63,16.32,0.69,2019
S11B,Fine Fuels,16.45,18.95,2.5,2019
S11B,Fine Fuels,19.43,20.9,1.47,2019
S11B,Fine Fuels,20.95,21.23,0.280000000000001,2019
S11B,Fine Fuels,21.7,23.85,2.15,2019
S11B,Fine Fuels,24.28,24.35,0.07,2019
S11B,Fine Fuels,24.4,24.85,0.450000000000003,2019
S11B,Fine Fuels,25.58,27.17,1.59,2019
S11B,Fine Fuels,27.23,30.59,3.36,2019
S11B,Fine Fuels,30.65,32.9,2.25,2019
S11B,Fine Fuels,32.97,36.01,3.04,2019
S11B,Fine Fuels,36.1,37.61,1.51,2019
S11B,Fine Fuels,37.7,38.15,0.449999999999996,2019
S11B,Fine Fuels,38.4,38.52,0.120000000000005,2019
S11B,Fine Fuels,38.74,42.81,4.07,2019
